County,State,Combined_Key,3/1/2020,4/1/2020,5/1/2020,6/1/2020
nan,American Samoa,"American Samoa, US",0,0,0,0
nan,Guam,"Guam, US",0,77,145,175
nan,Northern Mariana Islands,"Northern Mariana Islands, US",0,6,14,22
nan,Puerto Rico,"Puerto Rico, US",0,286,1575,3873
nan,Virgin Islands,"Virgin Islands, US",0,30,66,70
Autauga,Alabama,"Autauga, Alabama, US",0,8,42,233
Baldwin,Alabama,"Baldwin, Alabama, US",0,20,175,292
Barbour,Alabama,"Barbour, Alabama, US",0,0,42,172
Bibb,Alabama,"Bibb, Alabama, US",0,3,42,76
Blount,Alabama,"Blount, Alabama, US",0,5,39,63
Bullock,Alabama,"Bullock, Alabama, US",0,3,14,209
Butler,Alabama,"Butler, Alabama, US",0,1,65,414
Calhoun,Alabama,"Calhoun, Alabama, US",0,11,93,164
Chambers,Alabama,"Chambers, Alabama, US",0,42,290,358
Cherokee,Alabama,"Cherokee, Alabama, US",0,2,15,38
Chilton,Alabama,"Chilton, Alabama, US",0,13,52,103
Choctaw,Alabama,"Choctaw, Alabama, US",0,4,49,153
Clarke,Alabama,"Clarke, Alabama, US",0,0,34,146
Clay,Alabama,"Clay, Alabama, US",0,2,21,28
Cleburne,Alabama,"Cleburne, Alabama, US",0,6,12,15
Coffee,Alabama,"Coffee, Alabama, US",0,0,117,238
Colbert,Alabama,"Colbert, Alabama, US",0,4,33,186
Conecuh,Alabama,"Conecuh, Alabama, US",0,0,9,41
Coosa,Alabama,"Coosa, Alabama, US",0,4,29,40
Covington,Alabama,"Covington, Alabama, US",0,3,38,81
Crenshaw,Alabama,"Crenshaw, Alabama, US",0,1,19,75
Cullman,Alabama,"Cullman, Alabama, US",0,9,57,147
Dale,Alabama,"Dale, Alabama, US",0,0,27,122
Dallas,Alabama,"Dallas, Alabama, US",0,2,42,279
DeKalb,Alabama,"DeKalb, Alabama, US",0,5,76,249
Elmore,Alabama,"Elmore, Alabama, US",0,14,88,362
Escambia,Alabama,"Escambia, Alabama, US",0,1,29,72
Etowah,Alabama,"Etowah, Alabama, US",0,10,139,260
Fayette,Alabama,"Fayette, Alabama, US",0,1,6,16
Franklin,Alabama,"Franklin, Alabama, US",0,3,78,562
Geneva,Alabama,"Geneva, Alabama, US",0,0,9,43
Greene,Alabama,"Greene, Alabama, US",0,4,54,95
Hale,Alabama,"Hale, Alabama, US",0,1,50,175
Henry,Alabama,"Henry, Alabama, US",0,0,24,80
Houston,Alabama,"Houston, Alabama, US",0,8,90,221
Jackson,Alabama,"Jackson, Alabama, US",0,8,49,81
Jefferson,Alabama,"Jefferson, Alabama, US",0,292,929,1859
Lamar,Alabama,"Lamar, Alabama, US",0,1,11,26
Lauderdale,Alabama,"Lauderdale, Alabama, US",0,12,50,166
Lawrence,Alabama,"Lawrence, Alabama, US",0,3,13,50
Lee,Alabama,"Lee, Alabama, US",0,81,391,550
Limestone,Alabama,"Limestone, Alabama, US",0,23,44,108
Lowndes,Alabama,"Lowndes, Alabama, US",0,1,67,252
Macon,Alabama,"Macon, Alabama, US",0,1,37,85
Madison,Alabama,"Madison, Alabama, US",0,105,225,343
Marengo,Alabama,"Marengo, Alabama, US",0,4,52,171
Marion,Alabama,"Marion, Alabama, US",0,9,78,122
Marshall,Alabama,"Marshall, Alabama, US",0,6,328,700
Mobile,Alabama,"Mobile, Alabama, US",0,56,1099,2271
Monroe,Alabama,"Monroe, Alabama, US",0,1,13,43
Montgomery,Alabama,"Montgomery, Alabama, US",0,35,355,1758
Morgan,Alabama,"Morgan, Alabama, US",0,19,71,287
Perry,Alabama,"Perry, Alabama, US",0,0,10,42
Pickens,Alabama,"Pickens, Alabama, US",0,4,50,118
Pike,Alabama,"Pike, Alabama, US",0,5,69,206
Randolph,Alabama,"Randolph, Alabama, US",0,5,62,127
Russell,Alabama,"Russell, Alabama, US",0,1,60,175
St. Clair,Alabama,"St. Clair, Alabama, US",0,18,73,128
Shelby,Alabama,"Shelby, Alabama, US",0,88,320,522
Sumter,Alabama,"Sumter, Alabama, US",0,2,68,224
Talladega,Alabama,"Talladega, Alabama, US",0,7,61,117
Tallapoosa,Alabama,"Tallapoosa, Alabama, US",0,13,286,427
Tuscaloosa,Alabama,"Tuscaloosa, Alabama, US",0,30,210,799
Walker,Alabama,"Walker, Alabama, US",0,32,97,370
Washington,Alabama,"Washington, Alabama, US",0,3,35,71
Wilcox,Alabama,"Wilcox, Alabama, US",0,3,67,150
Winston,Alabama,"Winston, Alabama, US",0,2,15,90
Aleutians East,Alaska,"Aleutians East, Alaska, US",0,0,0,0
Aleutians West,Alaska,"Aleutians West, Alaska, US",0,0,0,0
Anchorage,Alaska,"Anchorage,Alaska,US",0,65,185,232
Bethel,Alaska,"Bethel, Alaska, US",0,0,1,3
Bristol Bay,Alaska,"Bristol Bay, Alaska, US",0,0,0,0
Denali,Alaska,"Denali, Alaska, US",0,0,0,0
Dillingham,Alaska,"Dillingham, Alaska, US",0,0,0,0
Fairbanks North Star,Alaska,"Fairbanks North Star,Alaska,US",0,35,82,85
Haines,Alaska,"Haines, Alaska, US",0,0,0,0
Hoonah-Angoon,Alaska,"Hoonah-Angoon, Alaska, US",0,0,0,0
Juneau,Alaska,"Juneau, Alaska, US",0,9,27,33
Kenai Peninsula,Alaska,"Kenai Peninsula,Alaska,US",0,7,21,49
Ketchikan Gateway,Alaska,"Ketchikan Gateway, Alaska, US",0,13,16,16
Kodiak Island,Alaska,"Kodiak Island, Alaska, US",0,0,1,1
Kusilvak,Alaska,"Kusilvak, Alaska, US",0,0,0,0
Lake and Peninsula,Alaska,"Lake and Peninsula, Alaska, US",0,0,0,0
Matanuska-Susitna,Alaska,"Matanuska-Susitna,Alaska,US",0,3,21,29
Nome,Alaska,"Nome, Alaska, US",0,0,1,3
North Slope,Alaska,"North Slope, Alaska, US",0,0,0,1
Northwest Arctic,Alaska,"Northwest Arctic, Alaska, US",0,0,0,2
Petersburg,Alaska,"Petersburg, Alaska, US",0,0,4,4
Prince of Wales-Hyder,Alaska,"Prince of Wales-Hyder, Alaska, US",0,0,2,2
Sitka,Alaska,"Sitka, Alaska, US",0,0,1,2
Skagway,Alaska,"Skagway, Alaska, US",0,0,0,0
Southeast Fairbanks,Alaska,"Southeast Fairbanks, Alaska, US",0,0,1,3
Valdez-Cordova,Alaska,"Valdez-Cordova, Alaska, US",0,0,0,0
Wrangell,Alaska,"Wrangell, Alaska, US",0,0,0,0
Yakutat,Alaska,"Yakutat, Alaska, US",0,0,0,0
Yukon-Koyukuk,Alaska,"Yukon-Koyukuk, Alaska, US",0,0,1,1
Apache,Arizona,"Apache, Arizona, US",0,17,478,1526
Cochise,Arizona,"Cochise, Arizona, US",0,4,39,76
Coconino,Arizona,"Coconino, Arizona, US",0,85,498,1155
Gila,Arizona,"Gila, Arizona, US",0,1,13,31
Graham,Arizona,"Graham, Arizona, US",0,2,17,32
Greenlee,Arizona,"Greenlee, Arizona, US",0,1,2,6
La Paz,Arizona,"La Paz, Arizona, US",0,2,15,79
Maricopa,Arizona,"Maricopa, Arizona, US",1,871,4156,9937
Mohave,Arizona,"Mohave, Arizona, US",0,7,122,403
Navajo,Arizona,"Navajo, Arizona, US",0,102,741,1873
Pima,Arizona,"Pima, Arizona, US",0,217,1267,2382
Pinal,Arizona,"Pinal, Arizona, US",0,65,417,865
Santa Cruz,Arizona,"Santa Cruz, Arizona, US",0,3,33,330
Yavapai,Arizona,"Yavapai, Arizona, US",0,24,82,297
Yuma,Arizona,"Yuma, Arizona, US",0,12,89,1137
Arkansas,Arkansas,"Arkansas, Arkansas, US",0,1,2,7
Ashley,Arkansas,"Ashley, Arkansas, US",0,1,16,19
Baxter,Arkansas,"Baxter, Arkansas, US",0,1,5,12
Benton,Arkansas,"Benton, Arkansas, US",0,39,107,607
Boone,Arkansas,"Boone, Arkansas, US",0,1,5,6
Bradley,Arkansas,"Bradley, Arkansas, US",0,4,12,22
Calhoun,Arkansas,"Calhoun, Arkansas, US",0,0,0,0
Carroll,Arkansas,"Carroll, Arkansas, US",0,0,5,25
Chicot,Arkansas,"Chicot, Arkansas, US",0,2,9,15
Clark,Arkansas,"Clark, Arkansas, US",0,24,30,39
Clay,Arkansas,"Clay, Arkansas, US",0,0,3,4
Cleburne,Arkansas,"Cleburne, Arkansas, US",0,62,73,74
Cleveland,Arkansas,"Cleveland, Arkansas, US",0,5,11,19
Columbia,Arkansas,"Columbia, Arkansas, US",0,1,13,23
Conway,Arkansas,"Conway, Arkansas, US",0,1,13,14
Craighead,Arkansas,"Craighead, Arkansas, US",0,11,80,228
Crawford,Arkansas,"Crawford, Arkansas, US",0,1,4,30
Crittenden,Arkansas,"Crittenden, Arkansas, US",0,29,188,386
Cross,Arkansas,"Cross, Arkansas, US",0,1,21,52
Dallas,Arkansas,"Dallas, Arkansas, US",0,0,1,1
Desha,Arkansas,"Desha, Arkansas, US",0,2,16,19
Drew,Arkansas,"Drew, Arkansas, US",0,1,16,20
Faulkner,Arkansas,"Faulkner, Arkansas, US",0,36,76,102
Franklin,Arkansas,"Franklin, Arkansas, US",0,0,2,4
Fulton,Arkansas,"Fulton, Arkansas, US",0,0,1,7
Garland,Arkansas,"Garland, Arkansas, US",0,32,117,136
Grant,Arkansas,"Grant, Arkansas, US",0,3,14,18
Greene,Arkansas,"Greene, Arkansas, US",0,1,16,64
Hempstead,Arkansas,"Hempstead, Arkansas, US",0,1,6,18
Hot Spring,Arkansas,"Hot Spring, Arkansas, US",0,1,19,32
Howard,Arkansas,"Howard, Arkansas, US",0,1,13,21
Independence,Arkansas,"Independence, Arkansas, US",0,3,10,31
Izard,Arkansas,"Izard, Arkansas, US",0,0,6,16
Jackson,Arkansas,"Jackson, Arkansas, US",0,0,1,3
Jefferson,Arkansas,"Jefferson, Arkansas, US",0,42,177,523
Johnson,Arkansas,"Johnson, Arkansas, US",0,1,31,48
Lafayette,Arkansas,"Lafayette, Arkansas, US",0,0,8,9
Lawrence,Arkansas,"Lawrence, Arkansas, US",0,1,59,84
Lee,Arkansas,"Lee, Arkansas, US",0,0,3,21
Lincoln,Arkansas,"Lincoln, Arkansas, US",0,6,816,983
Little River,Arkansas,"Little River, Arkansas, US",0,0,0,6
Logan,Arkansas,"Logan, Arkansas, US",0,0,3,7
Lonoke,Arkansas,"Lonoke, Arkansas, US",0,6,41,49
Madison,Arkansas,"Madison, Arkansas, US",0,0,1,23
Marion,Arkansas,"Marion, Arkansas, US",0,0,1,2
Miller,Arkansas,"Miller, Arkansas, US",0,1,34,45
Mississippi,Arkansas,"Mississippi, Arkansas, US",0,0,20,76
Monroe,Arkansas,"Monroe, Arkansas, US",0,0,4,5
Montgomery,Arkansas,"Montgomery, Arkansas, US",0,0,1,2
Nevada,Arkansas,"Nevada, Arkansas, US",0,1,1,7
Newton,Arkansas,"Newton, Arkansas, US",0,1,3,3
Ouachita,Arkansas,"Ouachita, Arkansas, US",0,0,7,10
Perry,Arkansas,"Perry, Arkansas, US",0,1,7,14
Phillips,Arkansas,"Phillips, Arkansas, US",0,0,5,22
Pike,Arkansas,"Pike, Arkansas, US",0,1,3,5
Poinsett,Arkansas,"Poinsett, Arkansas, US",0,5,23,33
Polk,Arkansas,"Polk, Arkansas, US",0,1,8,21
Pope,Arkansas,"Pope, Arkansas, US",0,6,43,161
Prairie,Arkansas,"Prairie, Arkansas, US",0,0,2,2
Pulaski,Arkansas,"Pulaski, Arkansas, US",0,107,527,903
Randolph,Arkansas,"Randolph, Arkansas, US",0,1,18,26
St. Francis,Arkansas,"St. Francis, Arkansas, US",0,1,84,676
Saline,Arkansas,"Saline, Arkansas, US",0,13,67,113
Scott,Arkansas,"Scott, Arkansas, US",0,1,1,1
Searcy,Arkansas,"Searcy, Arkansas, US",0,2,6,7
Sebastian,Arkansas,"Sebastian, Arkansas, US",0,8,13,43
Sevier,Arkansas,"Sevier, Arkansas, US",0,1,12,225
Sharp,Arkansas,"Sharp, Arkansas, US",0,0,10,46
Stone,Arkansas,"Stone, Arkansas, US",0,5,7,9
Union,Arkansas,"Union, Arkansas, US",0,9,54,173
Van Buren,Arkansas,"Van Buren, Arkansas, US",0,20,28,28
Washington,Arkansas,"Washington, Arkansas, US",0,22,87,562
White,Arkansas,"White, Arkansas, US",0,11,34,44
Woodruff,Arkansas,"Woodruff, Arkansas, US",0,1,1,1
Yell,Arkansas,"Yell, Arkansas, US",0,0,3,162
Alameda,California,"Alameda, California, US",0,313,1636,3470
Alpine,California,"Alpine, California, US",0,1,2,2
Amador,California,"Amador, California, US",0,2,8,10
Butte,California,"Butte, California, US",0,8,16,51
Calaveras,California,"Calaveras, California, US",0,3,13,15
Colusa,California,"Colusa, California, US",0,1,3,7
Contra Costa,California,"Contra Costa, California, US",0,249,907,1468
Del Norte,California,"Del Norte, California, US",0,0,3,46
El Dorado,California,"El Dorado, California, US",0,18,47,96
Fresno,California,"Fresno, California, US",0,68,615,1743
Glenn,California,"Glenn, California, US",0,2,5,16
Humboldt,California,"Humboldt, California, US",1,27,54,101
Imperial,California,"Imperial, California, US",0,38,333,1751
Inyo,California,"Inyo, California, US",0,9,19,20
Kern,California,"Kern, California, US",0,110,939,2322
Kings,California,"Kings, California, US",0,4,123,1122
Lake,California,"Lake, California, US",0,0,7,21
Lassen,California,"Lassen, California, US",0,0,0,5
Los Angeles,California,"Los Angeles, California, US",1,3518,24262,56011
Madera,California,"Madera, California, US",0,23,46,106
Marin,California,"Marin, California, US",0,107,237,483
Mariposa,California,"Mariposa, California, US",0,0,13,16
Mendocino,California,"Mendocino, California, US",0,4,12,30
Merced,California,"Merced, California, US",0,10,134,283
Modoc,California,"Modoc, California, US",0,0,0,0
Mono,California,"Mono, California, US",0,13,26,37
Monterey,California,"Monterey, California, US",0,42,213,545
Napa,California,"Napa, California, US",0,15,68,113
Nevada,California,"Nevada, California, US",0,26,41,41
Orange,California,"Orange, California, US",1,606,2537,6474
Placer,California,"Placer, California, US",0,78,150,217
Plumas,California,"Plumas, California, US",0,1,4,4
Riverside,California,"Riverside, California, US",0,371,4079,7982
Sacramento,California,"Sacramento, California, US",2,224,1090,1429
San Benito,California,"San Benito, California, US",2,21,51,87
San Bernardino,California,"San Bernardino, California, US",0,183,2113,5355
San Diego,California,"San Diego, California, US",2,733,3564,7481
San Francisco,California,"San Francisco, California, US",0,434,1523,2570
San Joaquin,California,"San Joaquin, California, US",0,151,557,908
San Luis Obispo,California,"San Luis Obispo, California, US",0,80,188,271
San Mateo,California,"San Mateo, California, US",0,388,1197,2165
Santa Barbara,California,"Santa Barbara, California, US",0,99,506,1649
Santa Clara,California,"Santa Clara, California, US",3,956,2179,2776
Santa Cruz,California,"Santa Cruz, California, US",0,49,132,217
Shasta,California,"Shasta, California, US",0,7,31,39
Sierra,California,"Sierra, California, US",0,0,0,1
Siskiyou,California,"Siskiyou, California, US",0,3,5,7
Solano,California,"Solano, California, US",0,49,266,517
Sonoma,California,"Sonoma, California, US",0,78,244,564
Stanislaus,California,"Stanislaus, California, US",0,39,380,744
Sutter,California,"Sutter, California, US",0,10,31,46
Tehama,California,"Tehama, California, US",0,0,1,4
Trinity,California,"Trinity, California, US",0,0,0,1
Tulare,California,"Tulare, California, US",0,45,680,1897
Tuolumne,California,"Tuolumne, California, US",0,2,4,4
Ventura,California,"Ventura, California, US",0,149,544,1152
Yolo,California,"Yolo, California, US",0,25,169,211
Yuba,California,"Yuba, California, US",0,7,19,30
Adams,Colorado,"Adams, Colorado, US",0,212,1665,3291
Alamosa,Colorado,"Alamosa, Colorado, US",0,4,10,78
Arapahoe,Colorado,"Arapahoe, Colorado, US",0,381,2557,4416
Archuleta,Colorado,"Archuleta, Colorado, US",0,1,8,8
Baca,Colorado,"Baca, Colorado, US",0,3,10,12
Bent,Colorado,"Bent, Colorado, US",0,0,0,2
Boulder,Colorado,"Boulder, Colorado, US",0,114,618,984
Broomfield,Colorado,"Broomfield, Colorado, US",0,21,157,242
Chaffee,Colorado,"Chaffee, Colorado, US",0,17,67,76
Cheyenne,Colorado,"Cheyenne, Colorado, US",0,0,0,5
Clear Creek,Colorado,"Clear Creek, Colorado, US",0,6,13,17
Conejos,Colorado,"Conejos, Colorado, US",0,0,0,2
Costilla,Colorado,"Costilla, Colorado, US",0,3,3,6
Crowley,Colorado,"Crowley, Colorado, US",0,1,3,64
Custer,Colorado,"Custer, Colorado, US",0,0,2,2
Delta,Colorado,"Delta, Colorado, US",0,1,46,69
Denver,Colorado,"Denver, Colorado, US",0,586,3092,5802
Dolores,Colorado,"Dolores, Colorado, US",0,0,0,0
Douglas,Colorado,"Douglas, Colorado, US",0,158,502,724
Eagle,Colorado,"Eagle, Colorado, US",0,295,550,587
Elbert,Colorado,"Elbert, Colorado, US",0,5,30,53
El Paso,Colorado,"El Paso, Colorado, US",0,314,964,1748
Fremont,Colorado,"Fremont, Colorado, US",0,2,22,26
Garfield,Colorado,"Garfield, Colorado, US",0,34,93,143
Gilpin,Colorado,"Gilpin, Colorado, US",0,0,1,3
Grand,Colorado,"Grand, Colorado, US",0,4,5,14
Gunnison,Colorado,"Gunnison, Colorado, US",0,84,166,177
Hinsdale,Colorado,"Hinsdale, Colorado, US",0,1,3,3
Huerfano,Colorado,"Huerfano, Colorado, US",0,1,2,3
Jackson,Colorado,"Jackson, Colorado, US",0,0,0,0
Jefferson,Colorado,"Jefferson, Colorado, US",0,356,1373,2244
Kiowa,Colorado,"Kiowa, Colorado, US",0,0,0,0
Kit Carson,Colorado,"Kit Carson, Colorado, US",0,4,21,26
Lake,Colorado,"Lake, Colorado, US",0,2,19,31
La Plata,Colorado,"La Plata, Colorado, US",0,23,63,82
Larimer,Colorado,"Larimer, Colorado, US",0,107,377,589
Las Animas,Colorado,"Las Animas, Colorado, US",0,0,3,5
Lincoln,Colorado,"Lincoln, Colorado, US",0,1,3,3
Logan,Colorado,"Logan, Colorado, US",0,6,282,619
Mesa,Colorado,"Mesa, Colorado, US",0,14,47,55
Mineral,Colorado,"Mineral, Colorado, US",0,2,2,2
Moffat,Colorado,"Moffat, Colorado, US",0,4,6,7
Montezuma,Colorado,"Montezuma, Colorado, US",0,1,16,46
Montrose,Colorado,"Montrose, Colorado, US",0,13,98,177
Morgan,Colorado,"Morgan, Colorado, US",0,5,384,630
Otero,Colorado,"Otero, Colorado, US",0,3,10,19
Ouray,Colorado,"Ouray, Colorado, US",0,0,5,8
Park,Colorado,"Park, Colorado, US",0,3,13,23
Phillips,Colorado,"Phillips, Colorado, US",0,1,6,14
Pitkin,Colorado,"Pitkin, Colorado, US",0,33,65,58
Prowers,Colorado,"Prowers, Colorado, US",0,0,1,14
Pueblo,Colorado,"Pueblo, Colorado, US",0,22,146,297
Rio Blanco,Colorado,"Rio Blanco, Colorado, US",0,0,1,1
Rio Grande,Colorado,"Rio Grande, Colorado, US",0,5,7,35
Routt,Colorado,"Routt, Colorado, US",0,19,56,62
Saguache,Colorado,"Saguache, Colorado, US",0,1,4,89
San Juan,Colorado,"San Juan, Colorado, US",0,0,0,1
San Miguel,Colorado,"San Miguel, Colorado, US",0,4,19,23
Sedgwick,Colorado,"Sedgwick, Colorado, US",0,0,0,0
Summit,Colorado,"Summit, Colorado, US",0,34,130,231
Teller,Colorado,"Teller, Colorado, US",0,7,28,33
Washington,Colorado,"Washington, Colorado, US",0,1,7,41
Weld,Colorado,"Weld, Colorado, US",0,293,1802,2501
Yuma,Colorado,"Yuma, Colorado, US",0,2,9,40
Fairfield,Connecticut,"Fairfield, Connecticut, US",0,1986,11612,15709
Hartford,Connecticut,"Hartford, Connecticut, US",0,469,5931,10448
Litchfield,Connecticut,"Litchfield, Connecticut, US",0,131,1014,1400
Middlesex,Connecticut,"Middlesex, Connecticut, US",0,66,687,1143
New Haven,Connecticut,"New Haven, Connecticut, US",0,611,7900,11479
New London,Connecticut,"New London, Connecticut, US",0,29,603,1091
Tolland,Connecticut,"Tolland, Connecticut, US",0,61,446,845
Windham,Connecticut,"Windham, Connecticut, US",0,19,200,388
Kent,Delaware,"Kent, Delaware, US",0,41,773,1440
New Castle,Delaware,"New Castle, Delaware, US",0,226,1829,3838
Sussex,Delaware,"Sussex, Delaware, US",0,101,2292,4272
District of Columbia,District of Columbia,"District of Columbia,District of Columbia,US",0,586,4658,8857
Alachua,Florida,"Alachua, Florida, US",0,90,273,382
Baker,Florida,"Baker, Florida, US",0,9,22,29
Bay,Florida,"Bay, Florida, US",0,10,72,100
Bradford,Florida,"Bradford, Florida, US",0,3,47,51
Brevard,Florida,"Brevard, Florida, US",0,38,289,424
Broward,Florida,"Broward, Florida, US",0,1232,5144,7196
Calhoun,Florida,"Calhoun, Florida, US",0,1,8,61
Charlotte,Florida,"Charlotte, Florida, US",0,24,245,461
Citrus,Florida,"Citrus, Florida, US",0,19,99,122
Clay,Florida,"Clay, Florida, US",0,46,276,383
Collier,Florida,"Collier, Florida, US",0,150,610,1580
Columbia,Florida,"Columbia, Florida, US",0,3,64,148
DeSoto,Florida,"DeSoto,Florida,US",0,7,30,182
Dixie,Florida,"Dixie, Florida, US",0,0,7,54
Duval,Florida,"Duval, Florida, US",0,218,1025,1654
Escambia,Florida,"Escambia, Florida, US",0,94,532,828
Flagler,Florida,"Flagler, Florida, US",0,20,134,189
Franklin,Florida,"Franklin, Florida, US",0,0,2,2
Gadsden,Florida,"Gadsden, Florida, US",0,1,103,276
Gilchrist,Florida,"Gilchrist, Florida, US",0,0,5,15
Glades,Florida,"Glades, Florida, US",0,3,6,32
Gulf,Florida,"Gulf, Florida, US",0,1,1,1
Hamilton,Florida,"Hamilton, Florida, US",0,0,7,239
Hardee,Florida,"Hardee, Florida, US",0,0,22,101
Hendry,Florida,"Hendry, Florida, US",0,4,92,431
Hernando,Florida,"Hernando, Florida, US",0,24,92,115
Highlands,Florida,"Highlands, Florida, US",0,17,84,130
Hillsborough,Florida,"Hillsborough, Florida, US",0,309,1163,2251
Holmes,Florida,"Holmes, Florida, US",0,1,10,19
Indian River,Florida,"Indian River, Florida, US",0,33,91,133
Jackson,Florida,"Jackson, Florida, US",0,2,14,256
Jefferson,Florida,"Jefferson, Florida, US",0,0,28,29
Lafayette,Florida,"Lafayette, Florida, US",0,0,2,8
Lake,Florida,"Lake, Florida, US",0,67,233,304
Lee,Florida,"Lee, Florida, US",0,212,1067,1943
Leon,Florida,"Leon, Florida, US",0,28,226,405
Levy,Florida,"Levy, Florida, US",0,2,19,34
Liberty,Florida,"Liberty, Florida, US",0,0,6,213
Madison,Florida,"Madison, Florida, US",0,0,58,69
Manatee,Florida,"Manatee, Florida, US",0,58,591,1057
Marion,Florida,"Marion, Florida, US",0,28,178,250
Martin,Florida,"Martin, Florida, US",0,29,197,652
Miami-Dade,Florida,"Miami-Dade, Florida, US",0,2202,12389,18139
Monroe,Florida,"Monroe, Florida, US",0,27,79,109
Nassau,Florida,"Nassau, Florida, US",0,11,57,76
Okaloosa,Florida,"Okaloosa, Florida, US",0,39,156,232
Okeechobee,Florida,"Okeechobee, Florida, US",0,0,12,84
Orange,Florida,"Orange, Florida, US",0,392,1413,2031
Osceola,Florida,"Osceola, Florida, US",0,115,486,703
Palm Beach,Florida,"Palm Beach, Florida, US",0,567,3041,6135
Pasco,Florida,"Pasco, Florida, US",0,43,252,388
Pinellas,Florida,"Pinellas, Florida, US",0,170,748,1313
Polk,Florida,"Polk, Florida, US",0,76,500,1038
Putnam,Florida,"Putnam, Florida, US",0,13,108,153
St. Johns,Florida,"St. Johns, Florida, US",0,83,210,260
St. Lucie,Florida,"St. Lucie, Florida, US",0,40,249,473
Santa Rosa,Florida,"Santa Rosa, Florida, US",0,44,158,247
Sarasota,Florida,"Sarasota, Florida, US",0,82,365,639
Seminole,Florida,"Seminole, Florida, US",0,109,385,491
Sumter,Florida,"Sumter, Florida, US",0,52,217,253
Suwannee,Florida,"Suwannee, Florida, US",0,4,139,168
Taylor,Florida,"Taylor, Florida, US",0,0,3,22
Union,Florida,"Union, Florida, US",0,1,5,32
Volusia,Florida,"Volusia, Florida, US",0,80,500,741
Wakulla,Florida,"Wakulla, Florida, US",0,1,24,35
Walton,Florida,"Walton, Florida, US",0,18,38,117
Washington,Florida,"Washington, Florida, US",0,1,12,58
Appling,Georgia,"Appling, Georgia, US",0,1,72,161
Atkinson,Georgia,"Atkinson, Georgia, US",0,0,9,51
Bacon,Georgia,"Bacon, Georgia, US",0,6,25,129
Baker,Georgia,"Baker, Georgia, US",0,4,23,35
Baldwin,Georgia,"Baldwin, Georgia, US",0,6,226,349
Banks,Georgia,"Banks, Georgia, US",0,3,25,92
Barrow,Georgia,"Barrow, Georgia, US",0,20,141,333
Bartow,Georgia,"Bartow, Georgia, US",0,144,323,481
Ben Hill,Georgia,"Ben Hill, Georgia, US",0,3,26,76
Berrien,Georgia,"Berrien, Georgia, US",0,2,17,49
Bibb,Georgia,"Bibb, Georgia, US",0,22,312,467
Bleckley,Georgia,"Bleckley, Georgia, US",0,1,19,45
Brantley,Georgia,"Brantley, Georgia, US",0,0,23,57
Brooks,Georgia,"Brooks, Georgia, US",0,2,59,69
Bryan,Georgia,"Bryan, Georgia, US",0,8,54,75
Bulloch,Georgia,"Bulloch, Georgia, US",0,2,40,65
Burke,Georgia,"Burke, Georgia, US",0,8,86,122
Butts,Georgia,"Butts, Georgia, US",0,8,153,228
Calhoun,Georgia,"Calhoun, Georgia, US",0,10,103,132
Camden,Georgia,"Camden, Georgia, US",0,4,33,63
Candler,Georgia,"Candler, Georgia, US",0,1,7,13
Carroll,Georgia,"Carroll, Georgia, US",0,131,375,526
Catoosa,Georgia,"Catoosa, Georgia, US",0,4,48,140
Charlton,Georgia,"Charlton, Georgia, US",0,1,11,33
Chatham,Georgia,"Chatham, Georgia, US",0,36,230,516
Chattahoochee,Georgia,"Chattahoochee, Georgia, US",0,2,12,114
Chattooga,Georgia,"Chattooga, Georgia, US",0,3,16,24
Cherokee,Georgia,"Cherokee, Georgia, US",0,83,474,910
Clarke,Georgia,"Clarke, Georgia, US",0,51,155,293
Clay,Georgia,"Clay, Georgia, US",0,5,23,39
Clayton,Georgia,"Clayton, Georgia, US",0,122,727,1234
Clinch,Georgia,"Clinch, Georgia, US",0,1,8,59
Cobb,Georgia,"Cobb, Georgia, US",0,293,1677,3052
Coffee,Georgia,"Coffee, Georgia, US",0,9,141,277
Colquitt,Georgia,"Colquitt, Georgia, US",0,20,187,479
Columbia,Georgia,"Columbia, Georgia, US",0,24,162,251
Cook,Georgia,"Cook, Georgia, US",0,1,25,47
Coweta,Georgia,"Coweta, Georgia, US",0,42,211,421
Crawford,Georgia,"Crawford, Georgia, US",0,0,17,28
Crisp,Georgia,"Crisp, Georgia, US",0,17,167,236
Dade,Georgia,"Dade, Georgia, US",0,1,16,36
Dawson,Georgia,"Dawson, Georgia, US",0,11,61,109
Decatur,Georgia,"Decatur, Georgia, US",0,8,87,194
DeKalb,Georgia,"DeKalb, Georgia, US",0,365,2072,3795
Dodge,Georgia,"Dodge, Georgia, US",0,3,28,52
Dooly,Georgia,"Dooly, Georgia, US",0,10,129,182
Dougherty,Georgia,"Dougherty, Georgia, US",0,480,1530,1780
Douglas,Georgia,"Douglas, Georgia, US",0,55,329,546
Early,Georgia,"Early, Georgia, US",0,34,214,241
Echols,Georgia,"Echols, Georgia, US",0,0,5,119
Effingham,Georgia,"Effingham, Georgia, US",0,5,36,74
Elbert,Georgia,"Elbert, Georgia, US",0,0,24,75
Emanuel,Georgia,"Emanuel, Georgia, US",0,1,21,28
Evans,Georgia,"Evans, Georgia, US",0,0,5,5
Fannin,Georgia,"Fannin, Georgia, US",0,5,30,46
Fayette,Georgia,"Fayette, Georgia, US",0,48,178,235
Floyd,Georgia,"Floyd, Georgia, US",0,60,145,268
