bbl,project_name,buildings,res_units,owner_name,year_built,standard_address,agency_name,program_name,start_date,end_date,Neighborhood,assessed_value,Neighborhood population,Neighborhood income,Neighborhood racial diversity,Serious Hazard Violation 2017,Tax delinquency 2016
1016320024,,1,7,QUATRO LEX LIMITED PA,1910,157 East 104 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$232,332","134,279","$35,097",59.31%,,
1016320027,,1,8,MUSCOOTA HOPE HOUSING,1910,163 East 104 Street,NYC Department of Finance,J-51 Tax Incentive,2013,2047,East Harlem,"$169,476","134,279","$35,097",59.31%,,
1016320042,,1,28,EAST 115TH STREET MAN,1910,170 East 105 Street,NYC Department of Finance,J-51 Tax Incentive,2006,2040,East Harlem,"$820,350","134,279","$35,097",59.31%,,
1016330020,,1,37,CARNEGIE HILL NORTH L,2008,1677 Lexington Avenue,NYC Department of Finance,421-a Tax Incentive Program,2011,2021,East Harlem,"$3,148,200","134,279","$35,097",59.31%,,
1016330041,,2,22,SOUND PEARL LLC,1910,174 East 106 Street,NYC Department of Finance,J-51 Tax Incentive,2007,2021,East Harlem,"$1,390,000","134,279","$35,097",59.31%,,
1016340024,,1,6,NEW HAARLEM VILLAGE11,1910,1691 Lexington Avenue,NYC Department of Finance,J-51 Tax Incentive,1997,2031,East Harlem,"$237,276","134,279","$35,097",59.31%,,
1016350144,,1,5,"W.G. & ASSOCIATES,",1910,170 East 108 Street,NYC Department of Finance,J-51 Tax Incentive,2003,2037,East Harlem,"$197,597","134,279","$35,097",59.31%,,
1016360045,,1,10,CDC E 105TH STREET RE,1910,166 East 109 Street,NYC Department of Finance,J-51 Tax Incentive,2002,2036,East Harlem,"$213,548","134,279","$35,097",59.31%,,
1016360047,,2,20,GREENE PACKAGE REALTY,1910,162 East 109 Street,NYC Department of Finance,J-51 Tax Incentive,1996,2030,East Harlem,"$337,950","134,279","$35,097",59.31%,,
1016370028,,1,44,"HOPE FOUNDERS, L.P.",2002,169 East 109 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$624,600","134,279","$35,097",59.31%,1,
1016380008,,1,48,121-125 DEVELOPMENT,2007,121 East 110 Street,NYC Department of Finance,421-a Tax Incentive Program,2010,2035,East Harlem,"$2,882,700","134,279","$35,097",59.31%,,
1016380037,,2,6,CDC EAST 105TH STREET,1900,2012 3 Avenue,NYC Department of Finance,J-51 Tax Incentive,2001,2035,East Harlem,"$239,501","134,279","$35,097",59.31%,,
1016380048,,1,8,BORINQUEN RESTORATION,1910,162 East 111 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$36,199","134,279","$35,097",59.31%,,
1016380052,,1,20,239 EAST 115TH STREET,1910,150 East 111 Street,NYC Department of Finance,J-51 Tax Incentive,1992,2026,East Harlem,"$571,950","134,279","$35,097",59.31%,1,
1016387501,,1,68,,2008,161 East 110 Street,NYC Department of Finance,421-a Tax Incentive Program,2009,2019,East Harlem,"$5,509,800","134,279","$35,097",59.31%,,
1016390027,,1,30,"111 PROPERTY, LLC",2003,167 East 111 Street,NYC Department of Finance,421-a Tax Incentive Program,2005,2030,East Harlem,"$1,258,650","134,279","$35,097",59.31%,,
1016390031,,1,8,"1791 LEX ASSOCS., L.P",1910,175 East 111 Street,NYC Department of Finance,J-51 Tax Incentive,1995,2029,East Harlem,"$295,454","134,279","$35,097",59.31%,,
1016390034,,2,13,WCG ASSOCIATES 111 ST,1910,2022 3 Avenue,NYC Department of Finance,J-51 Tax Incentive,1998,2032,East Harlem,"$305,550","134,279","$35,097",59.31%,,
1016390043,,1,24,168-170 EAST 112TH ST,2012,168 East 112 Street,NYC Department of Finance,421-a Tax Incentive Program,2013,2038,East Harlem,"$1,471,500","134,279","$35,097",59.31%,,
1016390047,,1,8,158 EAST 112TH STREET,1910,158 East 112 Street,NYC Department of Finance,J-51 Tax Incentive,2005,2039,East Harlem,"$420,147","134,279","$35,097",59.31%,,
1016390052,,1,8,"1791 LEX ASSOCS., L.P",1910,1795 Lexington Avenue,NYC Department of Finance,J-51 Tax Incentive,1995,2029,East Harlem,"$168,455","134,279","$35,097",59.31%,,
1016390057,,2,43,NYC HOUSING DEVELOPME,2004,138 East 112 Street,NYC Department of Finance,421-a Tax Incentive Program,2007,2032,East Harlem,"$2,540,000","134,279","$35,097",59.31%,,
1016390124,,1,11,"1791 LEX ASSOCS., L.P",1910,1791 Lexington Avenue,NYC Department of Finance,J-51 Tax Incentive,1996,2030,East Harlem,"$301,950","134,279","$35,097",59.31%,,
1016390133,,1,6,"1791 LEX ASSOCS., L.P",1910,181 East 111 Street,NYC Department of Finance,J-51 Tax Incentive,1995,2029,East Harlem,"$239,501","134,279","$35,097",59.31%,,
1016430007,,1,9,EAST 115TH STREET MAN,1910,115 East 115 Street,NYC Department of Finance,J-51 Tax Incentive,2005,2039,East Harlem,"$219,895","134,279","$35,097",59.31%,,
1016430008,,1,21,360 PRESERVATION LLC,1910,117 East 115 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$385,650","134,279","$35,097",59.31%,1,
1016430026,,1,10,EAST 115TH STREET MAN,1920,165 East 115 Street,NYC Department of Finance,J-51 Tax Incentive,2005,2039,East Harlem,"$470,925","134,279","$35,097",59.31%,,
1016447501,,1,22,,2007,178 East 117 Street,NYC Department of Finance,421-a Tax Incentive Program,2011,2036,East Harlem,"$1,811,080","134,279","$35,097",59.31%,,
1016447502,,1,19,,2007,160 East 117 Street,NYC Department of Finance,421-a Tax Incentive Program,2011,2036,East Harlem,"$1,591,010","134,279","$35,097",59.31%,,
1016450050,,1,58,EAST 118TH STREET OWN,2009,152 East 118 Street,NYC Department of Finance,421-a Tax Incentive Program,2012,2037,East Harlem,"$4,063,050","134,279","$35,097",59.31%,,
1016450070,,,88,PROSPERO HDFC,2014,100 East 118 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$2,604,739","134,279","$35,097",59.31%,,
1016457501,,1,8,,2005,124 East 118 Street,NYC Department of Finance,421-a Tax Incentive Program,2006,2031,East Harlem,"$373,679","134,279","$35,097",59.31%,,
1016457502,,1,29,,2010,1885 Lexington Avenue,NYC Department of Finance,421-a Tax Incentive Program,2013,2038,East Harlem,"$3,854,700","134,279","$35,097",59.31%,,
1016490009,,1,89,EL BARRIO ARTSPACE L,1898,213 East 99 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$5,854,950","134,279","$35,097",59.31%,,
1016527501,,1,89,,2013,222 East 104 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$17,526,706","134,279","$35,097",59.31%,,
1016550005,,1,19,CDC EAST 105TH STREET,1920,207 East 105 Street,NYC Department of Finance,J-51 Tax Incentive,2003,2037,East Harlem,"$223,200","134,279","$35,097",59.31%,,
1016550011,,1,12,CDC EAST 105TH STREET,1920,225 East 105 Street,NYC Department of Finance,J-51 Tax Incentive,2003,2037,East Harlem,"$166,500","134,279","$35,097",59.31%,,
1016550013,,1,8,HP 360 PRESERVATION H,1900,229 East 105 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$214,559","134,279","$35,097",59.31%,,
1016550014,,1,8,HP 360 PRESERVATION H,1900,231 East 105 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$215,917","134,279","$35,097",59.31%,,1
1016550015,,1,48,105 STREET ASSOCIATES,2002,235 East 105 Street,NYC Department of Finance,421-a Tax Incentive Program,2004,2024,East Harlem,"$1,877,850","134,279","$35,097",59.31%,,
1016550020,,1,10,CDC EAST 105TH STREET,1900,251 East 105 Street,NYC Department of Finance,J-51 Tax Incentive,2001,2035,East Harlem,"$296,595","134,279","$35,097",59.31%,,
1016550023,,1,9,ST. CECELIA ASSOCIATE,1900,2051 2 Avenue,NYC Department of Finance,J-51 Tax Incentive,1997,2031,East Harlem,"$306,481","134,279","$35,097",59.31%,,
1016550032,,1,7,GEORGE A TSAVARIS,1920,236 East 106 Street,NYC Department of Finance,J-51 Tax Incentive,1998,2032,East Harlem,"$281,764","134,279","$35,097",59.31%,,
1016590144,,1,9,"CPS WEST SIDE, LLC",2010,204 East 110 Street,NYC Department of Finance,421-a Tax Incentive Program,2009,2019,East Harlem,"$684,015","134,279","$35,097",59.31%,,
1016600024,,1,16,2147 2ND AVE PARTNERS,2008,2147 2 Avenue,NYC Department of Finance,421-a Tax Incentive Program,2011,2026,East Harlem,"$1,246,500","134,279","$35,097",59.31%,,
1016600038,,1,50,HANG WU REALTY LLC,2008,222 East 111 Street,NYC Department of Finance,421-a Tax Incentive Program,2012,2027,East Harlem,"$2,982,600","134,279","$35,097",59.31%,,
1016610002,,1,22,WCG ASSOCIATES 111 ST,1910,2027 3 Avenue,NYC Department of Finance,J-51 Tax Incentive,1998,2032,East Harlem,"$589,500","134,279","$35,097",59.31%,,
1016610010,,2,42,WCG ASSOCIATES 111 ST,1920,221 East 111 Street,NYC Department of Finance,J-51 Tax Incentive,1998,2032,East Harlem,"$1,157,400","134,279","$35,097",59.31%,1,
1016610019,,1,7,WCG ASSOCIATES 111 ST,1900,239 East 111 Street,NYC Department of Finance,J-51 Tax Incentive,1999,2033,East Harlem,"$239,986","134,279","$35,097",59.31%,,
1016610024,,1,16,2167 SECOND AVENUE RE,2008,2167 2 Avenue,NYC Department of Finance,421-a Tax Incentive Program,2012,2027,East Harlem,"$665,100","134,279","$35,097",59.31%,,
1016610029,,4,23,EAST 112TH STREET PAR,1910,250 East 112 Street,NYC Department of Finance,J-51 Tax Incentive,2011,2025,East Harlem,"$1,148,400","134,279","$35,097",59.31%,,
1016610121,,1,7,WCG ASSOCIATES 111 ST,1910,245 East 111 Street,NYC Department of Finance,J-51 Tax Incentive,1999,2033,East Harlem,"$198,448","134,279","$35,097",59.31%,,
1016617501,,1,22,,2003,227 East 111 Street,NYC Department of Finance,421-a Tax Incentive Program,2006,2031,East Harlem,"$2,458,801","134,279","$35,097",59.31%,,
1016617502,,1,11,,2004,2025 3 Avenue,NYC Department of Finance,421-a Tax Incentive Program,2007,2032,East Harlem,"$945,900","134,279","$35,097",59.31%,,
1016617503,,1,12,,,225 East 111 Street,NYC Department of Finance,421-a Tax Incentive Program,2011,2036,East Harlem,"$1,142,551","134,279","$35,097",59.31%,,
1016670021,,2,6,UHAB HOUSING DEVELOPM,1910,2283 2 Avenue,NYC Department of Finance,J-51 Tax Incentive,2009,2043,East Harlem,"$203,190","134,279","$35,097",59.31%,,
1016670025,,1,11,NEW HAARLEM VILLAGE11,1910,291 1/2 2 Avenue,NYC Department of Finance,J-51 Tax Incentive,1997,2031,East Harlem,"$425,250","134,279","$35,097",59.31%,1,
1016670028,,3,13,YOUTH ACTION LIMITEDP,1910,2295 2 Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$294,300","134,279","$35,097",59.31%,1,
1016670042,,3,27,33-09 FARRINGTON STRE,2003,210 East 118 Street,NYC Department of Finance,421-a Tax Incentive Program,2005,2030,East Harlem,"$1,306,350","134,279","$35,097",59.31%,,
1016670043,,2,24,YOUTH ACTION COMMUNIT,1930,208 East 118 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$548,100","134,279","$35,097",59.31%,1,
1016677501,,1,12,,1910,232 East 118 Street,NYC Department of Finance,J-51 Tax Incentive,2012,2026,East Harlem,"$933,752","134,279","$35,097",59.31%,,
1016710003,,1,20,LA CASA NUESTRA HDFC,1900,1924 2 Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$732,600","134,279","$35,097",59.31%,,
1016710051,,2,40,LA CASA NUESTRA HDFC,1910,1932 2 Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$1,139,850","134,279","$35,097",59.31%,,
1016710052,,1,20,LA CASA NUESTRA HDFC,1910,1928 2 Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$998,550","134,279","$35,097",59.31%,,
1016720017,,1,232,SL ASPEN LLC,2003,1955 1 Avenue,NYC Department of Finance,421-a Tax Incentive Program,2005,2025,East Harlem,"$15,873,750","134,279","$35,097",59.31%,,
1016737501,,1,34,,2009,325 East 101 Street,NYC Department of Finance,421-a Tax Incentive Program,2010,2020,East Harlem,"$4,859,550","134,279","$35,097",59.31%,1,
1016740001,,1,12,CDC EAST 105TH STREET,1910,1984 2 Avenue,NYC Department of Finance,J-51 Tax Incentive,2002,2036,East Harlem,"$417,150","134,279","$35,097",59.31%,,
1016747501,,1,230,EAST 102ND ST REALTY,2003,333 East 102 Street,NYC Department of Finance,421-a Tax Incentive Program,2006,2026,East Harlem,"$31,395,600","134,279","$35,097",59.31%,,
1016750029,,1,12,VIMLA INC.,1920,2015 1 Avenue,NYC Department of Finance,J-51 Tax Incentive,2008,2022,East Harlem,"$823,950","134,279","$35,097",59.31%,,
1016760026,,1,8,FIRST REALTY HOLDING,1930,2025 1 Avenue,NYC Department of Finance,421-a Tax Incentive Program,2009,2034,East Harlem,"$278,639","134,279","$35,097",59.31%,1,
1016760031,,1,16,METRO GARDENS ASSOC,1900,346 East 105 Street,NYC Department of Finance,J-51 Tax Incentive,1991,2025,East Harlem,"$311,850","134,279","$35,097",59.31%,,
1016760032,,1,14,METRO GARDENS ASSOC,1910,344 East 105 Street,NYC Department of Finance,J-51 Tax Incentive,1991,2025,East Harlem,"$306,000","134,279","$35,097",59.31%,,
1016760034,,1,14,METRO GARDENS ASSOC,1910,340 East 105 Street,NYC Department of Finance,J-51 Tax Incentive,1991,2025,East Harlem,"$279,000","134,279","$35,097",59.31%,,
1016760036,,1,11,METRO GARDENS ASSOC,1910,334 East 105 Street,NYC Department of Finance,J-51 Tax Incentive,1991,2025,East Harlem,"$237,600","134,279","$35,097",59.31%,,
1016760043,,1,8,CDC EAST 105TH STREET,1910,314 East 105 Street,NYC Department of Finance,J-51 Tax Incentive,2002,2036,East Harlem,"$282,733","134,279","$35,097",59.31%,,
1016767504,,1,41,,2007,2019 1 Avenue,NYC Department of Finance,421-a Tax Incentive Program,2009,2019,East Harlem,"$2,796,300","134,279","$35,097",59.31%,,
1016767505,,1,8,,2005,2027 1 Avenue,NYC Department of Finance,421-a Tax Incentive Program,2009,2019,East Harlem,"$676,050","134,279","$35,097",59.31%,,
1016770024,,1,11,1ST AVE. REALTY LLC,1900,2037 1 Avenue,NYC Department of Finance,J-51 Tax Incentive,1994,2028,East Harlem,"$587,700","134,279","$35,097",59.31%,1,
1016770026,,1,11,1ST AVE. REALTY LLC,1900,2041 1 Avenue,NYC Department of Finance,J-51 Tax Incentive,1994,2028,East Harlem,"$380,700","134,279","$35,097",59.31%,,
1016800037,,1,11,CDC EAST 105TH STREET,1910,332 East 109 Street,NYC Department of Finance,J-51 Tax Incentive,2000,2034,East Harlem,"$79,200","134,279","$35,097",59.31%,,
1016800048,,1,10,LA CASA NUESTRA HOUSI,1910,310 East 109 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$343,271","134,279","$35,097",59.31%,,
1016800148,,1,20,308 E. 109TH STREET L,2013,308 East 109 Street,NYC Department of Finance,421-a Tax Incentive Program,2012,2027,East Harlem,"$1,969,784","134,279","$35,097",59.31%,,1
1016807502,,1,28,,2007,330 East 109 Street,NYC Department of Finance,421-a Tax Incentive Program,2009,2019,East Harlem,"$2,367,904","134,279","$35,097",59.31%,,
1016810022,,1,8,CDC EAST 105TH STREET,1900,345 East 109 Street,NYC Department of Finance,J-51 Tax Incentive,2000,2034,East Harlem,"$222,119","134,279","$35,097",59.31%,,
1016810031,,1,34,JIN HAN DYNASTY PROPE,2008,344 East 110 Street,NYC Department of Finance,421-a Tax Incentive Program,2012,2027,East Harlem,"$3,206,700","134,279","$35,097",59.31%,,
1016817502,,1,35,,2007,342 East 110 Street,NYC Department of Finance,421-a Tax Incentive Program,2010,2020,East Harlem,"$3,335,399","134,279","$35,097",59.31%,,
1016817503,,1,35,,2007,333 East 109 Street,NYC Department of Finance,421-a Tax Incentive Program,2011,2021,East Harlem,"$2,881,352","134,279","$35,097",59.31%,1,
1016830003,,1,7,WCG ASSOCIATES 111 ST,1910,2166 2 Avenue,NYC Department of Finance,J-51 Tax Incentive,1999,2033,East Harlem,"$193,857","134,279","$35,097",59.31%,,
1016830005,,1,8,WCG ASSOCIATES 111 ST,1900,305 East 111 Street,NYC Department of Finance,J-51 Tax Incentive,1999,2033,East Harlem,"$297,087","134,279","$35,097",59.31%,,
1016830036,,1,14,NEW HAARLEM VILLAGE11,1910,334 East 112 Street,NYC Department of Finance,J-51 Tax Incentive,1997,2031,East Harlem,"$207,900","134,279","$35,097",59.31%,,
1016830043,,1,26,"VZM-112 STREET, LLC",2013,318 East 112 Street,NYC Department of Finance,421-a Tax Incentive Program,2012,2027,East Harlem,"$1,393,380","134,279","$35,097",59.31%,,
1016830052,,1,6,JEFFERSONVILLE HDFC,1900,2170 2 Avenue,NYC Department of Finance,J-51 Tax Incentive,1996,2030,East Harlem,"$255,248","134,279","$35,097",59.31%,,
1016837501,,1,20,,2004,324 East 112 Street,NYC Department of Finance,421-a Tax Incentive Program,2006,2031,East Harlem,"$2,062,350","134,279","$35,097",59.31%,,
1016837502,,1,21,,2008,317 East 111 Street,NYC Department of Finance,421-a Tax Incentive Program,2011,2036,East Harlem,"$2,101,050","134,279","$35,097",59.31%,,
1016870014,,4,37,DREITZER LIMITED PART,1998,325 East 115 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$770,400","134,279","$35,097",59.31%,,
1016870038,,1,20,"FLORA VISTA, L.P.",2003,326 East 116 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$529,200","134,279","$35,097",59.31%,,
1016870043,,1,9,NEW HAARLEM VILLAGE11,1910,316 East 116 Street,NYC Department of Finance,J-51 Tax Incentive,1997,2031,East Harlem,"$290,834","134,279","$35,097",59.31%,1,
1016890002,,1,9,NEW HAARLEM VILLAGE11,1920,2284 2 Avenue,NYC Department of Finance,J-51 Tax Incentive,1997,2031,East Harlem,"$353,340","134,279","$35,097",59.31%,1,
1016890050,,1,6,YOUTH ACTION COMMUNIT,1900,2294 2 Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$306,372","134,279","$35,097",59.31%,,
1017080003,,3,23,FIRST AVENUE PROPERTI,1900,2226 1 Avenue,NYC Department of Finance,J-51 Tax Incentive,1993,2027,East Harlem,"$649,800","134,279","$35,097",59.31%,1,
1017080022,,1,22,215 ENTERPRISES LLC,1900,265 Pleasant Avenue,NYC Department of Finance,421-a Tax Incentive Program,2007,2032,East Harlem,"$978,300","134,279","$35,097",59.31%,1,
1017080048,,1,8,BFC FIRST AVENUE HOU,1900,2232 1 Avenue,NYC Department of Finance,J-51 Tax Incentive,2003,2037,East Harlem,"$325,721","134,279","$35,097",59.31%,,
1017090015,,1,15,431 EAST 115 STREET L,2014,433 East 115 Street,NYC Department of Finance,421-a Tax Incentive Program,2011,2036,East Harlem,"$1,217,700","134,279","$35,097",59.31%,,
1017090035,,1,21,JOSE L.P.,1900,432 East 116 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$362,700","134,279","$35,097",59.31%,1,
1017090040,,1,13,JOSE L.P.,1900,416 East 116 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$330,300","134,279","$35,097",59.31%,1,
1017100026,,1,17,360 PRESERVATION LLC,1920,307 Pleasant Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$407,250","134,279","$35,097",59.31%,,
1017107501,,1,10,,2004,440 East 117 Street,NYC Department of Finance,421-a Tax Incentive Program,2007,2032,East Harlem,"$860,790","134,279","$35,097",59.31%,,
1017107502,,1,9,,2005,450 East 117 Street,NYC Department of Finance,421-a Tax Incentive Program,2008,2033,East Harlem,"$612,343","134,279","$35,097",59.31%,,
1017107503,,1,15,,2007,416 East 117 Street,NYC Department of Finance,421-a Tax Incentive Program,2009,2034,East Harlem,"$2,045,249","134,279","$35,097",59.31%,,
1017110007,,1,15,JOSE L.P.,1920,413 East 117 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$213,750","134,279","$35,097",59.31%,,
1017110111,,1,8,PLEASANT VIEW CT LLC,2011,423 East 117 Street,NYC Department of Finance,421-a Tax Incentive Program,2015,2040,East Harlem,"$447,197","134,279","$35,097",59.31%,,
1017117501,,1,6,,2006,435 East 117 Street,NYC Department of Finance,421-a Tax Incentive Program,2009,2034,East Harlem,"$392,966","134,279","$35,097",59.31%,,
1017150048,,1,12,ETH NEP L.P.,1900,318 Pleasant Avenue,NYC Department of Finance,J-51 Tax Incentive,2012,2046,East Harlem,"$976,950","134,279","$35,097",59.31%,,
1017160001,,1,16,LA CASA NUESTRA HDFC,1900,320 Pleasant Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$475,650","134,279","$35,097",59.31%,1,
1017160003,,1,17,LA CASA NUESTRA HDFC,1900,322 Pleasant Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$380,700","134,279","$35,097",59.31%,,
1017160051,,1,39,324 PLEASANT LLC,2010,324 Pleasant Avenue,NYC Department of Finance,421-a Tax Incentive Program,2012,2027,East Harlem,"$2,792,700","134,279","$35,097",59.31%,1,
1017170009,,1,10,HOUSING 2000 HOUSING,1909,73 West 118 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$307,487","143,487","$46,537",37.44%,1,
1017170010,,1,10,HOUSING 2000 HOUSING,1909,71 West 118 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$383,202","143,487","$46,537",37.44%,,
1017170011,,1,10,NEP WEST 119TH STREET,1909,69 West 118 Street,NYC Department of Finance,J-51 Tax Incentive,1998,2032,Central Harlem,"$111,244","143,487","$46,537",37.44%,1,
1017170019,,1,20,NEP WEST 119TH STREET,1909,29 West 118 Street,NYC Department of Finance,J-51 Tax Incentive,1998,2032,Central Harlem,"$332,550","143,487","$46,537",37.44%,,
1017170022,,3,34,WIN 118TH STREET HOUS,1940,21 West 118 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$653,400","143,487","$46,537",37.44%,,
1017170043,,1,10,NEP WEST 119TH STREET,1920,12 West 119 Street,NYC Department of Finance,J-51 Tax Incentive,1998,2032,Central Harlem,"$123,500","143,487","$46,537",37.44%,,
1017170056,,1,10,NEP WEST 119TH STREET,1920,52 West 119 Street,NYC Department of Finance,J-51 Tax Incentive,1998,2032,Central Harlem,"$164,294","143,487","$46,537",37.44%,,
1017170107,,1,7,HOUSING 2000 HOUSING,1909,77 West 118 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$143,617","143,487","$46,537",37.44%,,
1017180048,,1,12,C & C MGNT. L.P.,1909,28 West 120 Street,NYC Department of Finance,J-51 Tax Incentive,1999,2033,Central Harlem,"$383,400","143,487","$46,537",37.44%,,
1017207501,,1,36,,1909,1 Mt Morris Park West,NYC Department of Finance,J-51 Tax Incentive,2006,2020,Central Harlem,"$1,253,248","143,487","$46,537",37.44%,,
1017207502,,1,8,,1923,10 Mt Morris Park West,NYC Department of Finance,J-51 Tax Incentive,2013,2027,Central Harlem,"$677,480","143,487","$46,537",37.44%,,
1017210063,,2,41,NEW YORK EQUITY FUND,1900,62 West 124 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$462,600","143,487","$46,537",37.44%,1,
1017220022,,1,90,GEMA HALL HOUSING DEV,1910,31 West 124 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$1,232,550","143,487","$46,537",37.44%,1,
1017220033,,1,24,1 WEST 124TH STREET C,2004,2000 5 Avenue,NYC Department of Finance,421-a Tax Incentive Program,2007,2032,Central Harlem,"$1,091,700","143,487","$46,537",37.44%,,
1017240014,,1,8,VIEWMONT HOLDINGS LLC,2013,53 West 126 Street,NYC Department of Finance,421-a Tax Incentive Program,2014,2039,Central Harlem,"$300,756","143,487","$46,537",37.44%,,
1017240044,,1,24,WEST 128TH STREET L.P,1940,14 West 127 Street,NYC Department of Finance,J-51 Tax Incentive,2004,2038,Central Harlem,"$352,350","143,487","$46,537",37.44%,,
1017240050,,1,24,HP GENESIS Y15 HOUSIN,1910,28 West 127 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$334,350","143,487","$46,537",37.44%,1,
1017240060,,1,12,"342 LENOX ASSOCIATES,",1909,56 West 127 Street,NYC Department of Finance,J-51 Tax Incentive,1997,2031,Central Harlem,"$290,700","143,487","$46,537",37.44%,,
1017247501,,1,23,,2005,50 West 127 Street,NYC Department of Finance,421-a Tax Incentive Program,2008,2033,Central Harlem,"$1,567,798","143,487","$46,537",37.44%,,
1017247503,,1,21,,1920,2056 5 Avenue,NYC Department of Finance,J-51 Tax Incentive,2010,2024,Central Harlem,"$655,652","143,487","$46,537",37.44%,,
1017250002,,2,28,"342 LENOX ASSOCIATES,",1909,342 Lenox Avenue,NYC Department of Finance,J-51 Tax Incentive,1997,2031,Central Harlem,"$623,250","143,487","$46,537",37.44%,1,
1017250005,,1,20,79 W 127 MLB LLC,1909,79 West 127 Street,NYC Department of Finance,J-51 Tax Incentive,2015,2029,Central Harlem,"$903,150","143,487","$46,537",37.44%,,
1017250009,,1,18,HP GENESIS Y15 HOUSIN,1920,65 West 127 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$638,100","143,487","$46,537",37.44%,1,
1017250046,,1,20,WEST 128TH STREET L.P,1909,22 West 128 Street,NYC Department of Finance,J-51 Tax Incentive,2002,2036,Central Harlem,"$258,300","143,487","$46,537",37.44%,,
1017250064,,1,16,WEST 128TH STREET L.P,1920,60 West 128 Street,NYC Department of Finance,J-51 Tax Incentive,2004,2038,Central Harlem,"$218,700","143,487","$46,537",37.44%,1,
1017250066,,1,15,WEST 128TH STREET L.P,1920,64 West 128 Street,NYC Department of Finance,J-51 Tax Incentive,2004,2038,Central Harlem,"$186,300","143,487","$46,537",37.44%,1,
1017257501,,1,6,,2003,32 West 128 Street,NYC Department of Finance,421-a Tax Incentive Program,2006,2031,Central Harlem,"$508,078","143,487","$46,537",37.44%,,
1017257502,,1,13,,2012,5 West 127 Street,NYC Department of Finance,421-a Tax Incentive Program,2013,2028,Central Harlem,"$1,037,252","143,487","$46,537",37.44%,,
1017260006,,1,15,WEST 128TH STREET L.P,1910,79 West 128 Street,NYC Department of Finance,J-51 Tax Incentive,2002,2036,Central Harlem,"$167,850","143,487","$46,537",37.44%,,
1017260009,,1,5,WEST 128TH STREET L.P,1909,73 West 128 Street,NYC Department of Finance,J-51 Tax Incentive,2002,2036,Central Harlem,"$169,113","143,487","$46,537",37.44%,,
1017260016,,1,20,WEST 128TH STREET L.P,1920,51 West 128 Street,NYC Department of Finance,J-51 Tax Incentive,2002,2036,Central Harlem,"$272,250","143,487","$46,537",37.44%,,
1017260025,,1,27,WEST 128ST HDFC,2007,25 West 128 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$319,950","143,487","$46,537",37.44%,1,
1017260030,,1,9,11 W 128 LLC,1910,11 West 128 Street,NYC Department of Finance,J-51 Tax Incentive,2017,2031,Central Harlem,"$191,952","143,487","$46,537",37.44%,,
1017260037,,1,27,HP GENESIS Y15 HOUSIN,1921,2094 5 Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$495,900","143,487","$46,537",37.44%,1,1
1017260039,,1,33,WEST FIFTH AVENUE REA,1921,2096 5 Avenue,NYC Department of Finance,J-51 Tax Incentive,2006,2040,Central Harlem,"$807,750","143,487","$46,537",37.44%,1,
