congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age
103,senate,d000388,christopher,j.,dodd,,5/27/1944,ct,d,yes,1/5/1993,48.6
103,senate,w000288,paul,david,wellstone,,7/21/1944,mn,d,yes,1/5/1993,48.5
103,senate,c000858,larry,e.,craig,,7/20/1945,id,r,yes,1/5/1993,47.5
103,senate,g000445,judd,a.,gregg,,2/14/1947,nh,r,no,1/5/1993,45.9
103,senate,m001025,carol,,moseley braun,,8/16/1947,il,d,no,1/5/1993,45.4
103,senate,d000064,thomas,a.,daschle,,12/9/1947,sd,d,yes,1/5/1993,45.1
103,senate,c000705,kent,kent,conrad,,3/12/1948,nd,d,yes,1/5/1993,44.8
103,senate,n000102,don,,nickles,,12/6/1948,ok,r,yes,1/5/1993,44.1
103,senate,m001111,patty,,murray,,10/11/1950,wa,d,no,1/5/1993,42.2
103,senate,k000088,dirk,,kempthorne,,10/29/1951,id,r,no,1/5/1993,41.2
103,senate,f000061,russell,d.,feingold,,3/2/1953,wi,d,no,1/5/1993,39.8
103,senate,b000401,lloyd,millard,bentsen,jr.,2/10/1917,tx,d,yes,1/5/1993,75.9
103,senate,b000639,david,lyle,boren,,4/20/1937,ok,d,yes,1/5/1993,55.7
103,senate,k000333,robert,charles,krueger,,9/18/1931,tx,d,no,1/5/1993,61.3
104,house,y000013,sidney,richard,yates,,8/27/1909,il,d,yes,1/4/1995,85.4
104,house,q000013,james,henry,quillen,,1/11/1916,tn,r,yes,1/4/1995,79
104,house,g000272,henry,barbosa,gonzlez,,5/3/1916,tx,d,yes,1/4/1995,78.7
104,house,g000153,sam,melville,gibbons,,1/20/1920,fl,d,yes,1/4/1995,75
104,house,b000918,george,e.,brown,jr.,3/6/1920,ca,d,yes,1/4/1995,74.8
104,house,m000865,gillespie,v.,montgomery,,8/5/1920,ms,d,yes,1/4/1995,74.4
104,house,b000431,tom,,bevill,,3/27/1921,al,d,yes,1/4/1995,73.8
104,house,v000124,barbara,farrell,vucanovich,,6/22/1921,nv,r,yes,1/4/1995,73.5
104,house,m000926,carlos,john,moorhead,,5/6/1922,ca,r,yes,1/4/1995,72.7
104,house,g000212,benjamin,,gilman,,12/6/1922,ny,r,yes,1/4/1995,72.1
104,house,h000067,ralph,m.,hall,,5/3/1923,tx,d,yes,1/4/1995,71.7
104,house,h001022,henry,john,hyde,,4/18/1924,il,r,yes,1/4/1995,70.7
104,house,r000141,ralph,,regula,,12/3/1924,oh,r,yes,1/4/1995,70.1
104,house,s000948,louis,,stokes,,2/23/1925,oh,d,yes,1/4/1995,69.9
104,house,m000628,carrie,,meek,,4/29/1926,fl,d,yes,1/4/1995,68.7
104,house,b000208,roscoe,g.,bartlett,,6/3/1926,md,r,yes,1/4/1995,68.6
104,house,d000355,john,d.,dingell,,7/8/1926,mi,d,yes,1/4/1995,68.5
104,house,h000814,amory,,houghton,jr.,8/7/1926,ny,r,yes,1/4/1995,68.4
104,house,b000104,cass,,ballenger,,12/6/1926,nc,r,yes,1/4/1995,68.1
104,house,m001130,john,thomas,myers,,2/8/1927,in,r,yes,1/4/1995,67.9
104,house,s001044,robert,,stump,,4/4/1927,az,r,yes,1/4/1995,67.8
104,house,m000834,john,joseph,moakley,,4/27/1927,ma,d,yes,1/4/1995,67.7
104,house,s000453,norman,,sisisky,,6/9/1927,va,d,yes,1/4/1995,67.6
104,house,s000463,joseph,,skeen,,6/30/1927,nm,r,yes,1/4/1995,67.5
104,house,d000203,eligio,ii,de la garza,,9/22/1927,tx,d,yes,1/4/1995,67.3
104,house,m000669,jack,,metcalf,,11/30/1927,wa,r,no,1/4/1995,67.1
104,house,g000291,william,f.,goodling,,12/5/1927,pa,r,yes,1/4/1995,67.1
104,house,m000797,patsy,takemoto,mink,,12/6/1927,hi,d,yes,1/4/1995,67.1
104,house,l000090,tom,,lantos,,2/1/1928,ca,d,yes,1/4/1995,66.9
104,house,a000215,bill,,archer,,3/22/1928,tx,r,yes,1/4/1995,66.8
104,house,s000718,floyd,,spence,,4/9/1928,sc,r,yes,1/4/1995,66.7
104,house,t000243,raymond,hoyt,thornton,jr.,7/16/1928,ar,d,yes,1/4/1995,66.5
104,house,m000684,jan,,meyers,,7/20/1928,ks,r,yes,1/4/1995,66.5
104,house,b000229,herbert,h.,bateman,,8/7/1928,va,r,yes,1/4/1995,66.4
104,house,f000235,thomas,michael,foglietta,,12/3/1928,pa,d,yes,1/4/1995,66.1
104,house,b000179,bill,,barrett,,2/9/1929,ne,r,yes,1/4/1995,65.9
104,house,m000206,matthew,g.,martnez,,2/14/1929,ca,d,yes,1/4/1995,65.9
104,house,f000049,harris,w.,fawell,,3/25/1929,il,r,yes,1/4/1995,65.8
104,house,c000523,william,floyd,clinger,jr.,4/4/1929,pa,r,yes,1/4/1995,65.8
104,house,c000714,john,,conyers,jr.,5/16/1929,mi,d,yes,1/4/1995,65.6
104,house,s000480,louise,mcintosh,slaughter,,8/14/1929,ny,d,yes,1/4/1995,65.4
104,house,h000151,melton,d.,hancock,,9/14/1929,mo,r,yes,1/4/1995,65.3
104,house,k000172,dale,e.,kildee,,9/16/1929,mi,d,yes,1/4/1995,65.3
104,house,r000465,marge,,roukema,,9/19/1929,nj,r,yes,1/4/1995,65.3
104,house,h000452,fred,,heineman,,12/28/1929,nc,r,no,1/4/1995,65
104,house,m000212,frank,,mascara,,1/19/1930,pa,d,no,1/4/1995,65
104,house,t000316,esteban,edward,torres,,1/27/1930,ca,d,yes,1/4/1995,64.9
104,house,h000448,willie,gathrel,hefner,,4/11/1930,nc,d,yes,1/4/1995,64.7
104,house,g000121,george,w.,gekas,,4/14/1930,pa,r,yes,1/4/1995,64.7
104,house,r000053,charles,b.,rangel,,6/11/1930,ny,d,yes,1/4/1995,64.6
104,house,b000463,michael,,bilirakis,,7/16/1930,fl,r,yes,1/4/1995,64.5
104,house,s000675,gerald,brooks hunt,solomon,,8/14/1930,ny,r,yes,1/4/1995,64.4
104,house,p000326,owen,b.,pickett,,8/31/1930,va,d,yes,1/4/1995,64.3
104,house,j000174,sam,robert,johnson,,10/11/1930,tx,r,yes,1/4/1995,64.2
104,house,c000873,philip,m.,crane,,11/3/1930,il,r,yes,1/4/1995,64.2
104,house,y000031,c.,w. bill,young,,12/16/1930,fl,r,yes,1/4/1995,64.1
104,house,p000005,ron,,packard,,1/19/1931,ca,r,yes,1/4/1995,64
104,house,m000941,constance,,morella,,2/12/1931,md,r,yes,1/4/1995,63.9
104,house,c000556,howard,,coble,,3/18/1931,nc,r,yes,1/4/1995,63.8
104,house,v000112,harold,lee,volkmer,,4/4/1931,mo,d,yes,1/4/1995,63.8
104,house,h000114,lee,herbert,hamilton,,4/20/1931,in,d,yes,1/4/1995,63.7
104,house,c000488,william,lacy,clay,sr.,4/30/1931,mo,d,yes,1/4/1995,63.7
104,house,h000789,stephen,,horn,,5/31/1931,ca,r,yes,1/4/1995,63.6
104,house,l000263,sander,m.,levin,,9/6/1931,mi,d,yes,1/4/1995,63.3
104,house,c000634,cardiss,,collins,,9/24/1931,il,d,yes,1/4/1995,63.3
104,house,m000399,joseph,michael,mcdade,,9/29/1931,pa,r,yes,1/4/1995,63.3
104,house,b001066,jim,,bunning,,10/23/1931,ky,r,yes,1/4/1995,63.2
104,house,s000810,fortney,h.,stark,,11/11/1931,ca,d,yes,1/4/1995,63.1
104,house,m000794,norman,yoshio,mineta,,11/12/1931,ca,d,yes,1/4/1995,63.1
104,house,j000187,harry,a.,johnston,ii,12/2/1931,fl,d,yes,1/4/1995,63.1
104,house,s000465,ike,,skelton,,12/20/1931,mo,d,yes,1/4/1995,63
104,house,s000394,elmer,greinert,shuster,,1/23/1932,pa,r,yes,1/4/1995,62.9
104,house,b000556,tom,,bliley,,1/28/1932,va,r,yes,1/4/1995,62.9
104,house,j000033,andrew,,jacobs,jr.,2/24/1932,in,d,yes,1/4/1995,62.9
104,house,c000737,wes,,cooley,,3/28/1932,or,r,no,1/4/1995,62.8
104,house,m001120,john,p.,murtha,,6/17/1932,pa,d,yes,1/4/1995,62.5
104,house,h000172,james,v.,hansen,,8/14/1932,ut,r,yes,1/4/1995,62.4
104,house,c000052,h.,l.,callahan,,9/11/1932,al,r,yes,1/4/1995,62.3
104,house,b000318,anthony,charles,beilenson,,10/26/1932,ca,d,yes,1/4/1995,62.2
104,house,m000117,thomas,j.,manton,,11/3/1932,ny,d,yes,1/4/1995,62.2
104,house,d000435,robert,kenneth,dornan,,4/3/1933,ca,r,yes,1/4/1995,61.8
104,house,w000570,charles,,wilson,,6/1/1933,tx,d,yes,1/4/1995,61.6
104,house,y000033,don,e.,young,,6/9/1933,ak,r,yes,1/4/1995,61.6
104,house,k000288,joseph,k.,knollenberg,,11/28/1933,mi,r,yes,1/4/1995,61.1
104,house,d000046,pat,,danner,,1/13/1934,mo,d,yes,1/4/1995,61
104,house,e000092,vernon,j.,ehlers,,2/6/1934,mi,r,yes,1/4/1995,60.9
104,house,p000149,donald,m.,payne,,7/16/1934,nj,d,yes,1/4/1995,60.5
104,house,t000326,edolphus,,towns,,7/21/1934,ny,d,yes,1/4/1995,60.5
104,house,d000373,julian,c.,dixon,,8/8/1934,ca,d,yes,1/4/1995,60.4
104,house,o000006,james,l.,oberstar,,9/10/1934,mn,d,yes,1/4/1995,60.3
104,house,c000494,eva,,clayton,,9/16/1934,nc,d,yes,1/4/1995,60.3
104,house,l000274,jerry,,lewis,,10/21/1934,ca,r,yes,1/4/1995,60.2
104,house,s000597,nick,,smith,,11/5/1934,mi,r,yes,1/4/1995,60.2
104,house,j000163,nancy,lee,johnson,,1/5/1935,ct,r,yes,1/4/1995,60
104,house,b000622,sonny,,bono,,2/16/1935,ca,r,no,1/4/1995,59.9
104,house,h000444,joel,,hefley,,4/18/1935,co,r,yes,1/4/1995,59.7
104,house,p000444,john,edward,porter,,6/1/1935,il,r,yes,1/4/1995,59.6
104,house,p000259,douglas,brian,peterson,,6/26/1935,fl,d,yes,1/4/1995,59.5
104,house,e000282,thomas,w.,ewing,,9/19/1935,il,r,yes,1/4/1995,59.3
104,house,d000222,ronald,vernie,dellums,,11/24/1935,ca,d,yes,1/4/1995,59.1
104,house,j000126,eddie,bernice,johnson,,12/3/1935,tx,d,yes,1/4/1995,59.1
104,house,s000109,daniel,,schaefer,,1/25/1936,co,r,yes,1/4/1995,58.9
104,house,r000307,pat,,roberts,,4/20/1936,ks,r,yes,1/4/1995,58.7
104,house,z000004,william,h.,zeliff,jr.,6/12/1936,nh,r,yes,1/4/1995,58.6
104,house,o000159,major,r.,owens,,6/28/1936,ny,d,yes,1/4/1995,58.5
104,house,k000118,barbara,bailey,kennelly,,7/10/1936,ct,d,yes,1/4/1995,58.5
104,house,c000846,william,j.,coyne,,8/24/1936,pa,d,yes,1/4/1995,58.4
104,house,o000085,john,w.,olver,,9/3/1936,ma,d,yes,1/4/1995,58.3
104,house,h000324,alcee,l.,hastings,,9/5/1936,fl,d,yes,1/4/1995,58.3
104,house,k000078,sue,w.,kelly,,9/26/1936,ny,r,no,1/4/1995,58.3
104,house,b000586,sherwood,l.,boehlert,,9/28/1936,ny,r,yes,1/4/1995,58.3
104,house,f000434,elizabeth,,furse,,10/13/1936,or,d,yes,1/4/1995,58.2
104,house,h000666,david,lee,hobson,,10/17/1936,oh,r,yes,1/4/1995,58.2
104,house,m000404,jim,a.,mcdermott,,12/28/1936,wa,d,yes,1/4/1995,58
104,house,e000268,terry,,everett,,2/15/1937,al,r,yes,1/4/1995,57.9
104,house,k000008,paul,e.,kanjorski,,4/2/1937,pa,d,yes,1/4/1995,57.8
104,house,s001040,gerry,eastman,studds,,5/12/1937,ma,d,yes,1/4/1995,57.6
104,house,o000107,solomon,p.,ortiz,,6/3/1937,tx,d,yes,1/4/1995,57.6
104,house,l000480,nita,m.,lowey,,7/5/1937,ny,d,yes,1/4/1995,57.5
104,house,w000520,john,patrick,williams,,10/30/1937,mt,d,yes,1/4/1995,57.2
104,house,w000738,lynn,c.,woolsey,,11/3/1937,ca,d,yes,1/4/1995,57.2
104,house,l000342,william,o.,lipinski,,12/22/1937,il,d,yes,1/4/1995,57
104,house,r000395,harold,,rogers,,12/31/1937,ky,r,yes,1/4/1995,57
104,house,e000174,norvell,william,emerson,,1/1/1938,mo,r,yes,1/4/1995,57
104,house,c000345,helen,,chenoweth-hage,,1/27/1938,id,r,no,1/4/1995,56.9
104,house,s000005,martin,olav,sabo,,2/28/1938,mn,d,yes,1/4/1995,56.8
104,house,b001149,dan,l.,burton,,6/21/1938,in,r,yes,1/4/1995,56.5
104,house,a000014,neil,,abercrombie,,6/26/1938,hi,d,yes,1/4/1995,56.5
104,house,w000187,maxine,,waters,,8/15/1938,ca,d,yes,1/4/1995,56.4
104,house,m000714,juanita,,millender-mcdonald,,9/7/1938,ca,d,no,1/4/1995,56.3
104,house,m000508,howard,p.,mckeon,,9/9/1938,ca,r,yes,1/4/1995,56.3
104,house,l000305,james,ross,lightfoot,,9/27/1938,ia,r,yes,1/4/1995,56.3
104,house,o000007,david,ross,obey,,10/3/1938,wi,d,yes,1/4/1995,56.3
104,house,r000459,toby,a.,roth,,10/10/1938,wi,r,yes,1/4/1995,56.2
104,house,s000851,charles,w.,stenholm,,10/26/1938,tx,d,yes,1/4/1995,56.2
104,house,h000627,maurice,d.,hinchey,,10/27/1938,ny,d,yes,1/4/1995,56.2
104,house,g000336,porter,j.,goss,,11/26/1938,fl,r,yes,1/4/1995,56.1
104,house,w000672,frank,r.,wolf,,1/30/1939,va,r,yes,1/4/1995,55.9
104,house,g000210,paul,e.,gillmor,,2/1/1939,oh,r,yes,1/4/1995,55.9
104,house,k000181,jay,,kim,,3/27/1939,ca,r,yes,1/4/1995,55.8
104,house,c000633,barbara-rose,,collins,,4/13/1939,mi,d,yes,1/4/1995,55.7
104,house,s000303,e.,clay,shaw,jr.,4/19/1939,fl,r,yes,1/4/1995,55.7
104,house,h000874,steny,h.,hoyer,,6/14/1939,md,d,yes,1/4/1995,55.6
104,house,c000243,michael,n.,castle,,7/2/1939,de,r,yes,1/4/1995,55.5
104,house,r000436,charles,grandison,rose,iii,8/10/1939,nc,d,yes,1/4/1995,55.4
104,house,w000215,henry,a.,waxman,,9/12/1939,ca,d,yes,1/4/1995,55.3
104,house,b000403,douglas,k.,bereuter,,10/6/1939,ne,r,yes,1/4/1995,55.2
104,house,l000556,john,j.,lafalce,,10/6/1939,ny,d,yes,1/4/1995,55.2
104,house,d000312,jay,,dickey,,12/14/1939,ar,r,yes,1/4/1995,55.1
104,house,l000287,john,r.,lewis,,2/21/1940,ga,d,yes,1/4/1995,54.9
104,house,p000197,nancy,,pelosi,,3/26/1940,ca,d,yes,1/4/1995,54.8
104,house,f000339,barney,,frank,,3/31/1940,ma,d,yes,1/4/1995,54.8
104,house,p000265,thomas,e.,petri,,5/28/1940,wi,r,yes,1/4/1995,54.6
104,house,b000078,william,p.,baker,,6/14/1940,ca,r,yes,1/4/1995,54.6
104,house,a000217,richard,k.,armey,,7/7/1940,tx,r,yes,1/4/1995,54.5
104,house,c000537,james,e.,clyburn,,7/21/1940,sc,d,yes,1/4/1995,54.5
104,house,s000142,patricia,scott,schroeder,,7/30/1940,co,d,yes,1/4/1995,54.4
104,house,v000087,bruce,f.,vento,,10/7/1940,mn,d,yes,1/4/1995,54.2
104,house,d000327,norman,d.,dicks,,12/16/1940,wa,d,yes,1/4/1995,54.1
104,house,t000067,charles,h.,taylor,,1/23/1941,nc,r,yes,1/4/1995,53.9
104,house,g000132,richard,andrew,gephardt,,1/31/1941,mo,d,yes,1/4/1995,53.9
104,house,h000329,doc,,hastings,,2/7/1941,wa,r,no,1/4/1995,53.9
104,house,b000410,howard,l.,berman,,4/15/1941,ca,d,yes,1/4/1995,53.7
104,house,s000822,clifford,b.,stearns,,4/16/1941,fl,r,yes,1/4/1995,53.7
104,house,t000350,james,a.,traficant,jr.,5/8/1941,oh,d,yes,1/4/1995,53.7
104,house,r000486,lucille,,roybal-allard,,6/12/1941,ca,d,yes,1/4/1995,53.6
104,house,f000030,sam,,farr,,7/4/1941,ca,d,yes,1/4/1995,53.5
104,house,b000028,henry,scott,baesler,,7/9/1941,ky,d,yes,1/4/1995,53.5
104,house,n000159,charles,w.,norwood,jr.,7/27/1941,ga,r,no,1/4/1995,53.4
104,house,d000549,jennifer,b.,dunn,,7/29/1941,wa,r,yes,1/4/1995,53.4
104,house,m001134,sue,w.,myrick,,8/1/1941,nc,r,no,1/4/1995,53.4
104,house,s000213,andrea,,seastrand,,8/5/1941,ca,r,no,1/4/1995,53.4
104,house,s000033,bernard,,sanders,,9/8/1941,vt,i,yes,1/4/1995,53.3
104,house,m000249,robert,t.,matsui,,9/17/1941,ca,d,yes,1/4/1995,53.3
104,house,b000817,william,k.,brewster,,11/8/1941,ok,d,yes,1/4/1995,53.2
104,house,c000621,ronald,d'emory,coleman,,11/29/1941,tx,d,yes,1/4/1995,53.1
104,house,t000188,william,m.,thomas,,12/6/1941,ca,r,yes,1/4/1995,53.1
104,house,c000994,randall,h.,cunningham,,12/8/1941,ca,r,yes,1/4/1995,53.1
104,house,f000392,jonas,,frost,iii,1/1/1942,tx,d,yes,1/4/1995,53
104,house,h000323,j.,dennis,hastert,,1/2/1942,il,r,yes,1/4/1995,53
104,house,h000074,tony,p.,hall,,1/16/1942,oh,d,yes,1/4/1995,53
104,house,l000119,gregory,h.,laughlin,,1/21/1942,tx,d,yes,1/4/1995,53
104,house,m000795,david,,minge,,3/19/1942,mn,d,yes,1/4/1995,52.8
104,house,h000621,earl,f.,hilliard,,4/9/1942,al,d,yes,1/4/1995,52.7
104,house,c000385,dick,,chrysler,,4/29/1942,mi,r,no,1/4/1995,52.7
104,house,m000720,dan,,miller,,5/30/1942,fl,r,yes,1/4/1995,52.6
104,house,k000306,james,t.,kolbe,,6/28/1942,az,r,yes,1/4/1995,52.5
104,house,d000168,nathan,,deal,,8/25/1942,ga,r,yes,1/4/1995,52.4
104,house,f000116,bob,,filner,,9/4/1942,ca,d,yes,1/4/1995,52.3
104,house,l000321,john,,linder,,9/9/1942,ga,r,yes,1/4/1995,52.3
104,house,f000053,victor,herbert,fazio,jr.,10/11/1942,ca,d,yes,1/4/1995,52.2
104,house,l000169,james,a.,leach,,10/15/1942,ia,r,yes,1/4/1995,52.2
104,house,s000749,john,mckee,spratt,jr.,11/1/1942,sc,d,yes,1/4/1995,52.2
104,house,a000022,gary,l.,ackerman,,11/19/1942,ny,d,yes,1/4/1995,52.1
104,house,e000215,anna,g.,eshoo,,12/13/1942,ca,d,yes,1/4/1995,52.1
104,house,f000328,tillie,k.,fowler,,12/23/1942,fl,r,yes,1/4/1995,52
104,house,w000068,robert,smith,walker,,12/23/1942,pa,r,yes,1/4/1995,52
104,house,b000897,john,glen,browder,,1/15/1943,al,d,yes,1/4/1995,52
104,house,s000097,h.,james,saxton,,1/22/1943,nj,r,yes,1/4/1995,52
104,house,m000689,john,l.,mica,,1/27/1943,fl,r,yes,1/4/1995,51.9
104,house,j000255,walter,b.,jones,jr.,2/10/1943,nc,r,no,1/4/1995,51.9
104,house,s000462,david,evans,skaggs,,2/22/1943,co,d,yes,1/4/1995,51.9
104,house,d000216,rosa,l.,delauro,,3/2/1943,ct,d,yes,1/4/1995,51.8
104,house,c000903,frank,,cremeans,,4/5/1943,oh,r,no,1/4/1995,51.8
104,house,l000371,robert,linligthgow,livingston,jr.,4/30/1943,la,r,yes,1/4/1995,51.7
104,house,m000844,alan,b.,mollohan,,5/14/1943,wv,d,yes,1/4/1995,51.6
104,house,w000413,ed,,whitfield,,5/25/1943,ky,r,no,1/4/1995,51.6
104,house,t000058,william,j.,tauzin,,6/14/1943,la,r,yes,1/4/1995,51.6
104,house,s000244,f.,james,sensenbrenner,jr.,6/14/1943,wi,r,yes,1/4/1995,51.6
104,house,g000225,newton,leroy,gingrich,,6/17/1943,ga,r,yes,1/4/1995,51.6
104,house,p000099,ed,,pastor,,6/28/1943,az,d,yes,1/4/1995,51.5
104,house,c000503,robert,,clement,,9/23/1943,tn,d,yes,1/4/1995,51.3
104,house,c000141,benjamin,l.,cardin,,10/5/1943,md,d,yes,1/4/1995,51.2
104,house,s000248,jos,e.,serrano,,10/24/1943,ny,d,yes,1/4/1995,51.2
104,house,c000286,saxby,,chambliss,,11/10/1943,ga,r,no,1/4/1995,51.2
104,house,k000259,gerald,d.,kleczka,,11/26/1943,wi,d,yes,1/4/1995,51.1
104,house,a000109,wayne,a.,allard,,12/2/1943,co,r,yes,1/4/1995,51.1
104,house,o000163,michael,g.,oxley,,2/11/1944,oh,r,yes,1/4/1995,50.9
104,house,g000021,elton,w.,gallegly,,3/7/1944,ca,r,yes,1/4/1995,50.8
104,house,m001138,donald,a.,manzullo,,3/24/1944,il,r,yes,1/4/1995,50.8
104,house,k000210,peter,t.,king,,4/5/1944,ny,r,yes,1/4/1995,50.7
104,house,f000426,david,,funderburk,,4/28/1944,nc,r,no,1/4/1995,50.7
104,house,p000258,collin,clark,peterson,,6/29/1944,mn,d,yes,1/4/1995,50.5
104,house,m000350,bill,,mccollum,,7/12/1944,fl,r,yes,1/4/1995,50.5
104,house,z000008,richard,,zimmer,,8/16/1944,nj,r,yes,1/4/1995,50.4
104,house,t000038,john,s.,tanner,,9/22/1944,tn,d,yes,1/4/1995,50.3
104,house,n000051,george,r.,nethercutt,jr.,10/7/1944,wa,r,no,1/4/1995,50.2
104,house,c000640,michael,allen,collins,,10/15/1944,ga,r,yes,1/4/1995,50.2
104,house,d000563,richard,j.,durbin,,11/21/1944,il,d,yes,1/4/1995,50.1
104,house,f000184,floyd,harold,flake,,1/30/1945,ny,d,yes,1/4/1995,49.9
104,house,c000312,jim,,chapman,,3/8/1945,tx,d,yes,1/4/1995,49.8
104,house,c000653,larry,,combest,,3/20/1945,tx,r,yes,1/4/1995,49.8
104,house,m000933,james,p.,moran,jr.,5/16/1945,va,d,yes,1/4/1995,49.6
104,house,m000725,george,,miller,,5/17/1945,ca,d,yes,1/4/1995,49.6
104,house,h000528,walter,,herger,,5/20/1945,ca,r,yes,1/4/1995,49.6
104,house,f000261,harold,eugene,ford,,5/20/1945,tn,d,yes,1/4/1995,49.6
104,house,b000619,david,e.,bonior,,6/6/1945,mi,d,yes,1/4/1995,49.6
104,house,l000521,william,,luther,,6/27/1945,mn,d,no,1/4/1995,49.5
104,house,h000213,jane,,harman,,6/28/1945,ca,d,yes,1/4/1995,49.5
104,house,p000152,lewis,franklin,payne,jr.,7/9/1945,va,d,yes,1/4/1995,49.5
104,house,s000094,thomas,c.,sawyer,,8/15/1945,oh,d,yes,1/4/1995,49.4
104,house,w000207,melvin,l.,watt,,8/26/1945,nc,d,yes,1/4/1995,49.4
104,house,t000113,frank,mariano,tejeda,,10/2/1945,tx,d,yes,1/4/1995,49.3
104,house,s001144,christopher,h.,shays,,10/18/1945,ct,r,yes,1/4/1995,49.2
104,house,p000452,glenn,,poshard,,10/30/1945,il,d,yes,1/4/1995,49.2
104,house,l000552,ray,h.,lahood,,12/6/1945,il,r,no,1/4/1995,49.1
104,house,m000087,carolyn,b.,maloney,,2/19/1946,ny,d,yes,1/4/1995,48.9
104,house,g000180,wayne,t.,gilchrest,,4/15/1946,md,r,yes,1/4/1995,48.7
104,house,f000372,rodney,p.,frelinghuysen,,4/29/1946,nj,r,no,1/4/1995,48.7
104,house,r000033,james,m.,ramstad,,5/6/1946,mn,r,yes,1/4/1995,48.7
104,house,l000554,frank,a.,lobiondo,,5/12/1946,nj,r,no,1/4/1995,48.6
104,house,k000009,marcy,,kaptur,,6/17/1946,oh,d,yes,1/4/1995,48.6
104,house,m000133,edward,j.,markey,,7/11/1946,ma,d,yes,1/4/1995,48.5
104,house,b000657,frederick,c.,boucher,,8/1/1946,va,d,yes,1/4/1995,48.4
104,house,l000293,ron,,lewis,,9/14/1946,ky,r,yes,1/4/1995,48.3
104,house,d000399,lloyd,a.,doggett,,10/6/1946,tx,d,no,1/4/1995,48.2
104,house,b000911,corrine,,brown,,11/11/1946,fl,d,yes,1/4/1995,48.1
104,house,r000515,bobby,l.,rush,,11/23/1946,il,d,yes,1/4/1995,48.1
104,house,c000962,barbara,l.,cubin,,11/30/1946,wy,r,no,1/4/1995,48.1
104,house,h000390,james,allison,hayes,,12/21/1946,la,d,yes,1/4/1995,48
104,house,j000177,tim,p.,johnson,,12/28/1946,sd,d,yes,1/4/1995,48
104,house,b000490,sanford,d.,bishop,jr.,2/4/1947,ga,d,yes,1/4/1995,47.9
104,house,m000207,william,j.,martini,,2/10/1947,nj,r,no,1/4/1995,47.9
104,house,e000179,eliot,l.,engel,,2/18/1947,ny,d,yes,1/4/1995,47.9
104,house,b000997,john,wiley,bryant,,2/22/1947,tx,d,yes,1/4/1995,47.9
104,house,j000070,william,j.,jefferson,,3/14/1947,la,d,yes,1/4/1995,47.8
104,house,m000316,karen,,mccarthy,,3/18/1947,mo,d,no,1/4/1995,47.8
104,house,s000125,steven,harvey,schiff,,3/18/1947,nm,r,yes,1/4/1995,47.8
104,house,d000217,thomas,dale,delay,,4/8/1947,tx,r,yes,1/4/1995,47.7
104,house,f000332,jon,d.,fox,,4/22/1947,pa,r,no,1/4/1995,47.7
104,house,r000566,jim,r.,ryun,,4/29/1947,ks,r,no,1/4/1995,47.7
104,house,s000185,robert,c.,scott,,4/30/1947,va,d,yes,1/4/1995,47.7
104,house,d000191,peter,a.,defazio,,5/27/1947,or,d,yes,1/4/1995,47.6
104,house,n000002,jerrold,l.,nadler,,6/13/1947,ny,d,yes,1/4/1995,47.6
104,house,w000099,james,t.,walsh,,6/19/1947,ny,r,yes,1/4/1995,47.5
104,house,r000409,dana,t.,rohrabacher,,6/21/1947,ca,r,yes,1/4/1995,47.5
104,house,d000533,john,j.,duncan,jr.,7/21/1947,tn,r,yes,1/4/1995,47.5
104,house,w000268,w.,curtis,weldon,,7/22/1947,pa,r,yes,1/4/1995,47.5
104,house,c000868,robert,e.,cramer,jr.,8/22/1947,al,d,yes,1/4/1995,47.4
104,house,m000590,michael,r.,mcnulty,,9/16/1947,ny,d,yes,1/4/1995,47.3
104,house,g000410,gene,eugene,green,,10/17/1947,tx,d,yes,1/4/1995,47.2
104,house,r000229,william,blaine,richardson,,11/15/1947,nm,d,yes,1/4/1995,47.1
104,house,s000583,lamar,s.,smith,,11/19/1947,tx,r,yes,1/4/1995,47.1
104,house,l000397,zoe,,lofgren,,12/21/1947,ca,d,no,1/4/1995,47
104,house,b000013,spencer,thomas,bachus,iii,12/28/1947,al,r,yes,1/4/1995,47
104,house,w000654,robert,e.,wise,jr.,1/6/1948,wv,d,yes,1/4/1995,47
104,house,t000193,bennie,g.,thompson,,1/28/1948,ms,d,yes,1/4/1995,46.9
104,house,c000560,thomas,a.,coburn,,3/14/1948,ok,r,no,1/4/1995,46.8
104,house,c000670,gary,,condit,,4/21/1948,ca,d,yes,1/4/1995,46.7
104,house,g000120,sam,,gejdenson,,5/20/1948,ct,d,yes,1/4/1995,46.6
104,house,b000072,richard,hugh,baker,,5/22/1948,la,r,yes,1/4/1995,46.6
104,house,h000981,duncan,l.,hunter,,5/31/1948,ca,r,yes,1/4/1995,46.6
104,house,l000111,tom,p.,latham,,7/14/1948,ia,r,no,1/4/1995,46.5
104,house,b000574,earl,,blumenauer,,8/16/1948,or,d,no,1/4/1995,46.4
104,house,b000996,ed,,bryant,,9/7/1948,tn,r,no,1/4/1995,46.3
104,house,o000108,william,,orton,,9/22/1948,ut,d,yes,1/4/1995,46.3
104,house,m000472,john,m.,mchugh,,9/29/1948,ny,r,yes,1/4/1995,46.3
104,house,b000644,robert,a.,borski,,10/20/1948,pa,d,yes,1/4/1995,46.2
